tag,algo,imputer,repeat,fold,auc,inner_auc,n_train,n_test,seconds,kind
L4r,xgb,median,2,0,0.8803571428571428,0.9352693602693603,151,38,27.13471746444702,cv
L4r,xgb,median,2,1,0.8417508417508417,0.9412337662337662,151,38,23.558318614959717,cv
L4r,xgb,median,2,2,0.9764309764309764,0.9054368085618085,151,38,15.60950517654419,cv
L4r,xgb,median,2,3,0.9393939393939393,0.8892000360750361,151,38,16.919029712677002,cv
L4r,xgb,median,2,4,0.9333333333333333,0.9152356902356902,152,37,17.154259204864502,cv
L5,xgb,mean,0,0,0.9071428571428573,0.8932659932659933,151,38,17.981427907943726,sens
L5,xgb,mean,0,1,0.8956228956228955,0.9009289321789322,151,38,14.838775873184204,sens
L5,xgb,mean,0,2,0.7777777777777778,0.9108525733525733,151,38,16.079649209976196,sens
L5,xgb,mean,0,3,0.8855218855218856,0.8747113997113997,151,38,25.804336071014404,sens
L5,xgb,mean,0,4,0.962962962962963,0.8825727513227514,152,37,24.521857023239136,sens
L5,xgb,knn,0,0,0.9214285714285715,0.8872895622895622,151,38,29.82565927505493,sens
L5,xgb,knn,0,1,0.9259259259259258,0.8988726551226551,151,38,23.505154848098755,sens
L5,xgb,knn,0,2,0.7912457912457912,0.9076058201058201,151,38,16.14077067375183,sens
L5,xgb,knn,0,3,0.936026936026936,0.8795424482924483,151,38,16.412209033966064,sens
L5,xgb,knn,0,4,0.9481481481481481,0.8784917628667628,152,37,27.885944366455078,sens
L5,xgb,iterative,0,0,0.9178571428571428,0.8917508417508416,151,38,46.134843826293945,sens
L5,xgb,iterative,0,1,0.9090909090909092,0.9007215007215008,151,38,26.661104202270508,sens
L5,xgb,iterative,0,2,0.8148148148148148,0.9161946849446849,151,38,31.521025896072388,sens
L5,xgb,iterative,0,3,0.936026936026936,0.8700306637806638,151,38,36.20163536071777,sens
L5,xgb,iterative,0,4,0.937037037037037,0.8900342712842713,152,37,31.2906174659729,sens
L5,xgb,locf,0,0,0.9428571428571428,0.9072390572390572,151,38,23.94269371032715,sens
L5,xgb,locf,0,1,0.8855218855218855,0.9110780423280422,151,38,21.517783164978027,sens
L5,xgb,locf,0,2,0.8047138047138047,0.9111952861952861,151,38,31.01822543144226,sens
L5,xgb,locf,0,3,0.9090909090909091,0.8683892496392496,151,38,32.4032928943634,sens
L5,xgb,locf,0,4,0.9851851851851852,0.8950983044733044,152,37,31.824126482009888,sens
missing_only,xgb,median,0,0,0.7696428571428572,0.6679292929292929,151,38,23.519999027252197,check
missing_only,xgb,median,0,1,0.5959595959595959,0.702340367965368,151,38,14.644462585449219,check
missing_only,xgb,median,0,2,0.6464646464646464,0.6978700697450698,151,38,11.23257327079773,check
missing_only,xgb,median,0,3,0.6228956228956228,0.7135582010582011,151,38,10.267827272415161,check
missing_only,xgb,median,0,4,0.6777777777777778,0.6802564333814334,152,37,10.635481357574463,check
missing_only,xgb,median,1,0,0.7857142857142857,0.6621632996632997,151,38,7.5109312534332275,check
missing_only,xgb,median,1,1,0.5858585858585859,0.7403318903318903,151,38,12.651172637939453,check
missing_only,xgb,median,1,2,0.734006734006734,0.6770171957671958,151,38,8.237256288528442,check
missing_only,xgb,median,1,3,0.7053872053872053,0.6805435305435306,151,38,9.101399183273315,check
missing_only,xgb,median,1,4,0.6407407407407406,0.7091871091871091,152,37,9.23172926902771,check
missing_only,xgb,median,2,0,0.7678571428571428,0.6893097643097643,151,38,8.543412923812866,check
missing_only,xgb,median,2,1,0.6481481481481481,0.7216585497835497,151,38,8.915565490722656,check
missing_only,xgb,median,2,2,0.7491582491582491,0.6817264911014911,151,38,5.808307886123657,check
missing_only,xgb,median,2,3,0.6397306397306397,0.6986411736411736,151,38,11.931432247161865,check
missing_only,xgb,median,2,4,0.5777777777777778,0.7259514790764791,152,37,6.367945432662964,check
study_only,xgb,median,0,0,0.7589285714285714,0.6571127946127946,151,38,4.209865570068359,check
study_only,xgb,median,0,1,0.6178451178451178,0.6955297017797017,151,38,3.876354455947876,check
study_only,xgb,median,0,2,0.744107744107744,0.6616011303511303,151,38,4.865058660507202,check
study_only,xgb,median,0,3,0.6313131313131313,0.6946939634439634,151,38,3.1721243858337402,check
study_only,xgb,median,0,4,0.6388888888888888,0.693226911976912,152,37,3.720942735671997,check
study_only,xgb,median,1,0,0.7535714285714286,0.6639309764309764,151,38,3.1933510303497314,check
study_only,xgb,median,1,1,0.606060606060606,0.7029521404521404,151,38,5.558777809143066,check
study_only,xgb,median,1,2,0.7053872053872053,0.6794672919672919,151,38,4.051640510559082,check
study_only,xgb,median,1,3,0.7289562289562289,0.6677429052429052,151,38,5.569885015487671,check
study_only,xgb,median,1,4,0.6166666666666667,0.6907828282828282,152,37,4.651649475097656,check
study_only,xgb,median,2,0,0.7964285714285714,0.6545454545454545,151,38,3.5556282997131348,check
study_only,xgb,median,2,1,0.6565656565656566,0.6910098003848004,151,38,3.9132003784179688,check
study_only,xgb,median,2,2,0.7996632996632996,0.6494047619047619,151,38,4.7418928146362305,check
study_only,xgb,median,2,3,0.6111111111111112,0.6974371693121693,151,38,4.077259302139282,check
study_only,xgb,median,2,4,0.5703703703703704,0.7119603775853776,152,37,4.2924909591674805,check
L1,enet,median,0,0,0.8285714285714285,0.7996632996632996,151,38,0.510333776473999,cv
L1,enet,median,0,1,0.797979797979798,0.805940355940356,151,38,0.5368945598602295,cv
L1,enet,median,0,2,0.6835016835016835,0.8341089466089466,151,38,0.5263967514038086,cv
L1,enet,median,0,3,0.8114478114478115,0.8136904761904762,151,38,0.49727606773376465,cv
L1,enet,median,0,4,0.8555555555555555,0.8083062770562771,152,37,0.48878955841064453,cv
L1,enet,median,1,0,0.8714285714285714,0.8076599326599325,151,38,0.5160348415374756,cv
L1,enet,median,1,1,0.8585858585858586,0.8278108465608465,151,38,0.5177090167999268,cv
L1,enet,median,1,2,0.8787878787878788,0.7885882635882635,151,38,0.5497913360595703,cv
L1,enet,median,1,3,0.8383838383838385,0.7829936267436267,151,38,0.5440616607666016,cv
L1,enet,median,1,4,0.6518518518518519,0.8445496632996633,152,37,0.5310118198394775,cv
L1,enet,median,2,0,0.8,0.819949494949495,151,38,0.5891435146331787,cv
L1,enet,median,2,1,0.6835016835016835,0.8443873256373257,151,38,0.5713362693786621,cv
L1,enet,median,2,2,0.845117845117845,0.7920454545454546,151,38,0.5832922458648682,cv
L1,enet,median,2,3,0.8383838383838383,0.788936988936989,151,38,0.5718064308166504,cv
L1,enet,median,2,4,0.8407407407407408,0.7957551707551709,152,37,0.6990551948547363,cv
L2,enet,median,0,0,0.8571428571428572,0.8289562289562289,151,38,0.6136002540588379,cv
L2,enet,median,0,1,0.835016835016835,0.8201328763828764,151,38,0.7926275730133057,cv
L2,enet,median,0,2,0.6498316498316499,0.8620941558441558,151,38,0.6015477180480957,cv
L2,enet,median,0,3,0.8181818181818182,0.8196669071669072,151,38,0.6096844673156738,cv
L2,enet,median,0,4,0.8740740740740741,0.8135612073112073,152,37,0.841672420501709,cv
L2,enet,median,1,0,0.8928571428571429,0.8167508417508418,151,38,0.781315803527832,cv
L2,enet,median,1,1,0.8552188552188552,0.820520683020683,151,38,0.7603890895843506,cv
L2,enet,median,1,2,0.8720538720538721,0.7979858104858105,151,38,0.5630807876586914,cv
L2,enet,median,1,3,0.8821548821548821,0.7948953823953825,151,38,0.7069692611694336,cv
L2,enet,median,1,4,0.6777777777777778,0.8650853775853776,152,37,0.5720763206481934,cv
L2,enet,median,2,0,0.8071428571428572,0.8528619528619529,151,38,0.7314841747283936,cv
L2,enet,median,2,1,0.6835016835016835,0.88006253006253,151,38,0.5659763813018799,cv
L2,enet,median,2,2,0.8484848484848485,0.8124037999037999,151,38,0.5538766384124756,cv
L2,enet,median,2,3,0.8787878787878788,0.7887175324675324,151,38,0.8080558776855469,cv
L2,enet,median,2,4,0.8444444444444443,0.8206259018759019,152,37,0.6963894367218018,cv
L3,enet,median,0,0,0.8785714285714286,0.8261784511784511,151,38,1.0330510139465332,cv
L3,enet,median,0,1,0.7878787878787878,0.859493746993747,151,38,0.803900957107544,cv
L3,enet,median,0,2,0.7239057239057239,0.8699074074074074,151,38,0.8941648006439209,cv
L3,enet,median,0,3,0.8451178451178452,0.8596681096681096,151,38,0.6539013385772705,cv
L3,enet,median,0,4,0.9,0.8269270081770081,152,37,1.0789604187011719,cv
L3,enet,median,1,0,0.8321428571428572,0.828114478114478,151,38,0.6867375373840332,cv
L3,enet,median,1,1,0.8653198653198654,0.8386153198653199,151,38,0.818018913269043,cv
L3,enet,median,1,2,0.8754208754208754,0.8228354978354978,151,38,0.8053803443908691,cv
L3,enet,median,1,3,0.9292929292929292,0.7959746272246272,151,38,0.6932802200317383,cv
L3,enet,median,1,4,0.7222222222222222,0.8631974506974507,152,37,0.950488805770874,cv
L3,enet,median,2,0,0.8142857142857144,0.866919191919192,151,38,0.6213564872741699,cv
L3,enet,median,2,1,0.7676767676767676,0.8885491822991823,151,38,0.954509973526001,cv
L3,enet,median,2,2,0.8787878787878788,0.8443632756132756,151,38,0.6407549381256104,cv
L3,enet,median,2,3,0.8956228956228957,0.8131403318903319,151,38,0.9892234802246094,cv
L3,enet,median,2,4,0.8592592592592592,0.8165434102934104,152,37,0.6828019618988037,cv
L4,enet,median,0,0,0.975,0.9265993265993266,151,38,0.6912715435028076,cv
L4,enet,median,0,1,0.9528619528619529,0.9018638768638768,151,38,0.6128554344177246,cv
L4,enet,median,0,2,0.8316498316498318,0.9550084175084175,151,38,0.8385574817657471,cv
L4,enet,median,0,3,0.9393939393939393,0.9186447811447811,151,38,0.8317973613739014,cv
L4,enet,median,0,4,0.9629629629629629,0.8969215969215969,152,37,0.7444579601287842,cv
L4,enet,median,1,0,0.8785714285714286,0.9453703703703704,151,38,0.8558332920074463,cv
L4,enet,median,1,1,0.9764309764309764,0.9063522126022125,151,38,0.6480741500854492,cv
L4,enet,median,1,2,0.9663299663299663,0.904563492063492,151,38,0.8022801876068115,cv
L4,enet,median,1,3,0.9865319865319865,0.8852092352092352,151,38,0.6620843410491943,cv
L4,enet,median,1,4,0.8074074074074075,0.9295695045695046,152,37,0.7969400882720947,cv
L4,enet,median,2,0,0.925,0.9259259259259259,151,38,0.6156201362609863,cv
L4,enet,median,2,1,0.8316498316498315,0.9645532708032708,151,38,0.8615593910217285,cv
L4,enet,median,2,2,0.9393939393939393,0.9215969215969215,151,38,0.8097748756408691,cv
L4,enet,median,2,3,0.9831649831649831,0.8975499037999037,151,38,0.9223232269287109,cv
L4,enet,median,2,4,0.9222222222222223,0.9276575276575276,152,37,0.8193130493164062,cv
L5,enet,median,0,0,0.975,0.9282828282828283,151,38,1.0182263851165771,cv
L5,enet,median,0,1,0.9629629629629629,0.9054533429533429,151,38,0.8818817138671875,cv
L5,enet,median,0,2,0.8282828282828283,0.9549242424242425,151,38,0.6995692253112793,cv
L5,enet,median,0,3,0.9427609427609427,0.920496632996633,151,38,0.6980822086334229,cv
L5,enet,median,0,4,0.9629629629629629,0.9011814574314574,152,37,1.0755383968353271,cv
L5,enet,median,1,0,0.8714285714285714,0.9393939393939394,151,38,0.9682238101959229,cv
L5,enet,median,1,1,0.9797979797979798,0.9088955026455026,151,38,0.9115016460418701,cv
L5,enet,median,1,2,0.9629629629629629,0.9059253246753246,151,38,0.8603873252868652,cv
L5,enet,median,1,3,0.9865319865319865,0.8877525252525252,151,38,0.7426755428314209,cv
L5,enet,median,1,4,0.8037037037037037,0.9321969696969697,152,37,0.7161233425140381,cv
L5,enet,median,2,0,0.925,0.9284511784511784,151,38,0.9065501689910889,cv
L5,enet,median,2,1,0.8282828282828283,0.9635612073112074,151,38,0.944023847579956,cv
L5,enet,median,2,2,0.9393939393939393,0.921732202982203,151,38,0.7073404788970947,cv
L5,enet,median,2,3,0.9730639730639731,0.901034151034151,151,38,0.815913200378418,cv
L5,enet,median,2,4,0.9259259259259259,0.9259740259740259,152,37,1.0469143390655518,cv
L4r,enet,median,0,0,0.9107142857142857,0.9441919191919191,151,38,1.0548553466796875,cv
L4r,enet,median,0,1,0.9831649831649831,0.9187680375180376,151,38,0.9276416301727295,cv
L4r,enet,median,0,2,0.8585858585858587,0.9389279701779703,151,38,1.0001416206359863,cv
L4r,enet,median,0,3,0.962962962962963,0.9179834054834054,151,38,1.010200023651123,cv
L4r,enet,median,0,4,0.9370370370370371,0.9172769360269359,152,37,1.0096917152404785,cv
L4r,enet,median,1,0,0.8642857142857143,0.930976430976431,151,38,0.7655236721038818,cv
L4r,enet,median,1,1,0.9595959595959596,0.907699013949014,151,38,1.0101406574249268,cv
L4r,enet,median,1,2,0.9764309764309764,0.9151094276094276,151,38,0.6812834739685059,cv
L4r,enet,median,1,3,0.9865319865319865,0.8871272246272246,151,38,1.0948469638824463,cv
L4r,enet,median,1,4,0.762962962962963,0.9462271524771524,152,37,0.6817715167999268,cv
L4r,enet,median,2,0,0.9214285714285715,0.9367003367003366,151,38,0.99212646484375,cv
L4r,enet,median,2,1,0.8047138047138047,0.9529551467051467,151,38,1.0971062183380127,cv
L4r,enet,median,2,2,0.9663299663299663,0.9049212361712362,151,38,0.6960089206695557,cv
L4r,enet,median,2,3,0.9494949494949495,0.9035924723424724,151,38,1.1666672229766846,cv
L4r,enet,median,2,4,0.8962962962962963,0.9352092352092353,152,37,0.7374517917633057,cv
L5,enet,mean,0,0,0.9714285714285714,0.9267676767676768,151,38,1.0142009258270264,sens
L5,enet,mean,0,1,0.9629629629629629,0.9054022366522367,151,38,0.9570760726928711,sens
L5,enet,mean,0,2,0.8282828282828283,0.9539983164983166,151,38,0.8858630657196045,sens
L5,enet,mean,0,3,0.9461279461279462,0.916943241943242,151,38,0.7032124996185303,sens
L5,enet,mean,0,4,0.9592592592592593,0.897814454064454,152,37,1.1009626388549805,sens
L5,enet,knn,0,0,0.9821428571428572,0.918939393939394,151,38,1.2305858135223389,sens
L5,enet,knn,0,1,0.9629629629629629,0.9011243386243386,151,38,1.5732553005218506,sens
L5,enet,knn,0,2,0.835016835016835,0.9559523809523809,151,38,1.1386289596557617,sens
L5,enet,knn,0,3,0.962962962962963,0.9276034151034152,151,38,1.2192299365997314,sens
L5,enet,knn,0,4,0.9296296296296296,0.8912848725348727,152,37,1.8243727684020996,sens
L5,enet,iterative,0,0,0.9535714285714285,0.9281986531986532,151,38,8.67371678352356,sens
L5,enet,iterative,0,1,0.9595959595959596,0.9148478835978836,151,38,9.666947603225708,sens
L5,enet,iterative,0,2,0.8316498316498318,0.9566768879268879,151,38,10.27293586730957,sens
L5,enet,iterative,0,3,0.9663299663299663,0.9261724386724387,151,38,12.84707522392273,sens
L5,enet,iterative,0,4,0.9592592592592593,0.9089105339105339,152,37,10.258697748184204,sens
L5,enet,locf,0,0,0.9642857142857143,0.927020202020202,151,38,1.732226848602295,sens
L5,enet,locf,0,1,0.9730639730639731,0.9026394901394901,151,38,1.5901851654052734,sens
L5,enet,locf,0,2,0.835016835016835,0.9582762145262145,151,38,1.2012083530426025,sens
L5,enet,locf,0,3,0.9461279461279462,0.9382094757094757,151,38,1.2482795715332031,sens
L5,enet,locf,0,4,0.9925925925925927,0.9015392015392014,152,37,1.3635659217834473,sens
missing_only,enet,median,0,0,0.7589285714285714,0.6320286195286196,151,38,0.8181545734405518,check
missing_only,enet,median,0,1,0.5875420875420876,0.6981541606541607,151,38,0.7797389030456543,check
missing_only,enet,median,0,2,0.7205387205387206,0.6763002044252044,151,38,0.5605401992797852,check
missing_only,enet,median,0,3,0.6346801346801346,0.6977317821067821,151,38,0.8130178451538086,check
missing_only,enet,median,0,4,0.7240740740740742,0.6359728234728235,152,37,0.8646523952484131,check
missing_only,enet,median,1,0,0.7607142857142858,0.6262626262626263,151,38,0.5761346817016602,check
missing_only,enet,median,1,1,0.5471380471380471,0.7165088383838384,151,38,0.8330845832824707,check
missing_only,enet,median,1,2,0.5353535353535355,0.6338203463203465,151,38,0.5759108066558838,check
missing_only,enet,median,1,3,0.6582491582491582,0.6792117604617605,151,38,0.8177695274353027,check
missing_only,enet,median,1,4,0.6203703703703703,0.7163810726310726,152,37,0.570364236831665,check
missing_only,enet,median,2,0,0.7821428571428571,0.6341750841750842,151,38,0.5676813125610352,check
missing_only,enet,median,2,1,0.6498316498316499,0.6902146464646466,151,38,0.8201375007629395,check
missing_only,enet,median,2,2,0.5471380471380471,0.6885311447811447,151,38,0.6002907752990723,check
missing_only,enet,median,2,3,0.5218855218855218,0.70501443001443,151,38,0.8284847736358643,check
missing_only,enet,median,2,4,0.5851851851851853,0.7216660654160654,152,37,0.9756550788879395,check
study_only,enet,median,0,0,0.7589285714285714,0.6571127946127946,151,38,0.5084977149963379,check
study_only,enet,median,0,1,0.6178451178451178,0.6955297017797017,151,38,0.4810965061187744,check
study_only,enet,median,0,2,0.744107744107744,0.6616011303511303,151,38,0.8322539329528809,check
study_only,enet,median,0,3,0.6313131313131313,0.6946939634439634,151,38,0.5108654499053955,check
study_only,enet,median,0,4,0.6388888888888888,0.693226911976912,152,37,0.5148756504058838,check
study_only,enet,median,1,0,0.7535714285714286,0.6639309764309764,151,38,0.8224155902862549,check
study_only,enet,median,1,1,0.606060606060606,0.7029521404521404,151,38,0.5378849506378174,check
study_only,enet,median,1,2,0.7053872053872053,0.6794672919672919,151,38,0.7877340316772461,check
study_only,enet,median,1,3,0.7289562289562289,0.6677429052429052,151,38,0.6666693687438965,check
study_only,enet,median,1,4,0.6166666666666667,0.6907828282828282,152,37,0.5311574935913086,check
study_only,enet,median,2,0,0.7964285714285714,0.6545454545454545,151,38,0.5315258502960205,check
study_only,enet,median,2,1,0.6565656565656566,0.6910098003848004,151,38,0.6435706615447998,check
study_only,enet,median,2,2,0.7996632996632996,0.6494047619047619,151,38,0.5212998390197754,check
study_only,enet,median,2,3,0.6111111111111112,0.6974371693121693,151,38,0.7049119472503662,check
study_only,enet,median,2,4,0.5703703703703704,0.7119603775853776,152,37,0.5203993320465088,check
